Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
12.48377228,-14.38749981,33.76250076,16.13750076
12.49383879,-14.38749981,33.46250153,15.66250038
12.50390379,-15.27500057,33.03750229,15.80000019
12.51397072,-17.1875,33.04999924,16.10000038
12.52403728,-17.61250114,33.04999924,16.25
12.53410437,-17.46249962,32.90000153,16.71249962
12.5441703,-17.61250114,32.47500229,17.01250076
12.55423697,-17.61250114,31.875,17.3125
12.56429905,-17.89999962,31.58749962,17.76250076
12.57436244,-18.625,31.73750114,18.0625
12.58442244,-19.22500038,32.48749924,18.38750076
12.59448713,-19.52499962,32.1875,18.85000038
12.60455218,-19.67500114,32.1875,18.38750076
12.61461817,-19.96249962,32.33750153,17.76250076
12.6246814,-19.67500114,32.63750076,18.23750114
12.63474911,-19.375,32.63750076,18.55000114
12.64481588,-19.8125,31.76250076,17.75
12.65488697,-20.53750038,31.47500038,17.27499962
12.66495364,-20.83749962,31.625,17.125
12.67501963,-20.38750076,31.32500076,17.27499962
12.68508489,-20.6875,31.625,17.125
12.69515207,-20.53750038,32.21250153,17.30000114
12.70521916,-20.08749962,31.32500076,17.75
12.71528744,-20.08749962,30.875,17.875
12.72535499,-20.08749962,30.72500038,18.8125
12.73542676,-19.8125,31.01250076,19.28750038
12.74549426,-19.66250038,30.72500038,19.89999962
12.75556088,-19.0625,29.25,21.10000038
12.7656291,-18.625,28.80000114,22.33749962
12.77569588,-18.92500114,29.22500038,22.96249962
12.78576025,-19.0625,28.95000076,23.11250114
12.79582588,-19.51250076,28.5,23.11250114
12.8058914,-19.9375,28.21249962,23.86250114
12.8159603,-20.07500076,27.61250114,23.53750038
12.8260165,-19.92500114,27.03750038,23.22500038
12.83608213,-19.63750076,27.3125,23.23750114
12.84615218,-19.48750114,27.3125,23.38750076
12.85622525,-19.48750114,26.73750114,24.3125
12.86628624,-19.03750038,25.6875,25.52499962
12.87635338,-19.1875,25.10000038,26.30000114
12.88641952,-19.1875,24.95000076,26.89999962
12.8964864,-19.03750038,24.35000038,27.8125
12.90655228,-18.73750114,24.64999962,28.45000076
12.91662082,-18.01250076,24.5,27.98750114
12.92669062,-16.82500076,24.48750114,28.14999962
12.93676161,-16.55000114,24.76250076,29.08749962
12.94682817,-16.85000038,24.33749962,29.07500076
12.95689286,-15.96250057,24.76250076,28.78750038
12.96695978,-15.38749981,24.89999962,28.78750038
12.97702489,-14.9375,24.75,28.48750114
12.98709395,-14.05000019,25.05000114,27.875
12.99715931,-13.17500019,25.02499962,28.03750038
13.0072265,-12.4375,24.875,27.42500114
13.01729286,-12.57499981,25.02499962,26.5
13.0273577,-11.41250038,26.1875,26.22500038
13.0374276,-10.69999981,26.92500114,25.78750038
13.04749536,-10.11250019,27.64999962,25.48750114
13.05756416,-9.387499809,28.23750114,24.27499962
13.06763353,-8.487500191,28.08749962,23.64999962
13.07770077,-7.325000286,28.0625,23.52499962
13.08776905,-6.287499905,28.5,22.45000076
13.09784088,-5.862500191,29.07500076,22.14999962
13.10790598,-4.974999905,29.07500076,22.0
13.11797634,-4.400000095,29.36250114,21.39999962
13.12804608,-4.400000095,29.8125,20.95000076
13.13811457,-3.8125,30.23750114,20.95000076
13.14818384,-3.512500048,30.375,20.64999962
13.15824879,-2.9375,30.22500038,20.20000076
13.16832145,-2.049999952,30.5,20.67500114
13.1783927,-1.024999976,30.64999962,21.3125
13.18846093,-0.875,30.05000114,21.61250114
13.19853249,-0.875,30.20000076,21.91250038
13.20860239,-0.8874999881,30.9375,21.77499962
13.21866978,0.01250000019,30.48750114,21.77499962
13.22874108,1.037500024,30.03750038,21.46249962
13.23880817,1.925000072,30.16250038,21.32500076
13.24887603,2.9375,30.89999962,21.8125
13.25894327,3.512500048,30.875,21.8125
13.2690115,4.550000191,30.72500038,21.66250038
13.27907817,5.575000286,30.86250114,21.83749962
13.28913989,6.462500095,29.96249962,21.66250038
13.29920645,7.037499905,29.96249962,21.66250038
13.30927447,7.474999905,30.53750038,22.45000076
