Time (s),Acceleration x (m/s^2),Acceleration y (m/s^2),Acceleration z (m/s^2)
11.14303614,1.082752228,-3.729214191,0.07956135273
11.14859114,0.9900303483,-3.983451605,0.784845829
11.15414614,1.082752228,-4.43808794,1.433300734
11.15970114,0.352343142,-4.867001057,1.415354609
11.16525614,-0.3260220885,-5.120042324,1.015753269
11.17081114,-0.9182456732,-5.338387489,0.3960121572
11.17636614,-1.783251047,-5.51605463,-0.2488535494
11.18192114,-1.954936147,-5.579464436,-0.7543373108
11.18747614,-2.033899307,-5.474778175,-1.430309772
11.19303114,-1.701895118,-5.233701229,-2.0769701
11.19858614,-1.66600275,-5.008776188,-2.74935317
11.20414114,-1.715653777,-4.877170563,-3.387040377
11.20969614,-1.513460279,-4.785047054,-3.977469444
11.21525114,-0.9661021233,-4.701896667,-4.409972191
11.22080614,-0.4660021961,-4.652245522,-4.816154003
11.22636114,-0.1220339537,-4.618745804,-5.155934811
11.23191614,0.002392822644,-4.610371113,-5.486144066
11.23747114,0.09990034252,-4.667798996,-5.796014786
11.24302614,0.3457628787,-4.810171604,-5.794818401
